Date,Description,Amount,Transaction_Type,Category
2024-04-13,IRCTC Cancellation,527.0,CREDIT,Refund
2024-04-14,Local Clinic Checkup,797.0,DEBIT,Medical
2024-04-14,IRCTC,87.0,DEBIT,Transport
2024-04-14,Reliance Fresh,860.0,DEBIT,Groceries
2024-04-14,MakeMyTrip,4526.0,DEBIT,Travel
2024-04-14,Ola Cab,351.0,DEBIT,Transport
2024-04-15,Amazon Fresh,344.0,DEBIT,Groceries
2024-04-15,Uber Ride,242.0,DEBIT,Transport
2024-04-15,Local Clinic Checkup,702.0,DEBIT,Medical
2024-04-15,Burger King,1297.0,DEBIT,Restaurants
2024-04-15,Starbucks,241.0,DEBIT,Coffee Shops
2024-04-16,BEST Bus Ticket,393.0,DEBIT,Transport
2024-04-16,DMart,702.0,DEBIT,Groceries
2024-04-16,Milk Subscription,448.0,DEBIT,Groceries
2024-04-16,Burger King,1637.0,DEBIT,Restaurants
2024-04-16,BigBasket,378.0,DEBIT,Groceries
2024-04-16,IndiGo Airlines,3439.0,DEBIT,Travel
2024-04-16,Freelance Gig,7974.0,CREDIT,Freelancing
2024-04-17,Dominos,1205.0,DEBIT,Restaurants
2024-04-17,Cafe Coffee Day,370.0,DEBIT,Coffee Shops
2024-04-17,Reliance Digital,879.0,DEBIT,Shopping
2024-04-17,Burger King,945.0,DEBIT,Restaurants
2024-04-17,Zepto,306.0,DEBIT,Groceries
2024-04-17,Client Payment,5931.0,CREDIT,Freelancing
2024-04-18,Milk Subscription,1110.0,DEBIT,Groceries
2024-04-18,Donation,885.0,DEBIT,Miscellaneous
2024-04-18,Uber Ride,443.0,DEBIT,Transport
2024-04-20,Auto Rickshaw,30.0,DEBIT,Transport
2024-04-23,Zomato Refund,1059.0,CREDIT,Refund
2024-04-26,Myntra Return Refund,263.0,CREDIT,Refund
2024-05-01,TechCorp Payroll,109386.0,CREDIT,Salary
2024-05-01,BigBasket,290.0,DEBIT,Groceries
2024-05-01,Uber Ride,290.0,DEBIT,Transport
2024-05-01,Local Cafe,737.0,DEBIT,Restaurants
2024-05-01,IRCTC,436.0,DEBIT,Transport
2024-05-01,Mumbai Metro,353.0,DEBIT,Transport
2024-05-02,IRCTC,382.0,DEBIT,Transport
2024-05-02,Monthly House Rent,21184.0,DEBIT,Rent
2024-05-02,McDonalds,919.0,DEBIT,Restaurants
2024-05-02,Local Grocery,779.0,DEBIT,Groceries
2024-05-02,Myntra,2296.0,DEBIT,Shopping
2024-05-03,HP Petrol Pump,214.0,DEBIT,Transport
2024-05-03,Amazon Refund,1118.0,CREDIT,Refund
2024-05-03,NetMeds,1975.0,DEBIT,Medical
2024-05-03,Starbucks,326.0,DEBIT,Coffee Shops
2024-05-03,BigBasket,270.0,DEBIT,Groceries
2024-05-03,Mumbai Metro,528.0,DEBIT,Transport
2024-05-03,BigBasket,518.0,DEBIT,Groceries
2024-05-04,Indian Oil (High Value),22712.0,DEBIT,Transport
2024-05-04,Adani Electricity,900.0,DEBIT,Utilities
2024-05-04,Jio Fiber,1410.0,DEBIT,Utilities
2024-05-04,Reliance Fresh,341.0,DEBIT,Groceries
2024-05-05,Airtel Postpaid,476.0,DEBIT,Utilities
2024-05-05,HP Petrol Pump,278.0,DEBIT,Transport
2024-05-05,Zepto,712.0,DEBIT,Groceries
2024-05-05,Ola Cab,245.0,DEBIT,Transport
2024-05-05,HP Petrol Pump,308.0,DEBIT,Transport
2024-05-05,Decathlon,2658.0,DEBIT,Shopping
2024-05-05,Zerodha Funds,5804.0,DEBIT,Investment
2024-05-05,Pet Care,550.0,DEBIT,Miscellaneous
2024-05-06,Swiggy,812.0,DEBIT,Restaurants
2024-05-06,IRCTC,391.0,DEBIT,Transport
2024-05-06,MakeMyTrip,8666.0,DEBIT,Travel
2024-05-06,Swiggy,401.0,DEBIT,Restaurants
2024-05-07,HDFC Auto Loan,5850.0,DEBIT,EMI
2024-05-07,Croma,2967.0,DEBIT,Shopping
2024-05-07,Zepto,1140.0,DEBIT,Groceries
2024-05-07,Indian Oil,495.0,DEBIT,Transport
2024-05-07,RedBus,5241.0,DEBIT,Travel
2024-05-07,HP Petrol Pump,101.0,DEBIT,Transport
2024-05-08,Mumbai Metro,481.0,DEBIT,Transport
2024-05-08,Starbucks,234.0,DEBIT,Coffee Shops
2024-05-08,Blinkit,632.0,DEBIT,Groceries
2024-05-08,HP Petrol Pump,81.0,DEBIT,Transport
2024-05-08,Local Cafe,784.0,DEBIT,Restaurants
2024-05-08,Jio Fiber,1007.0,DEBIT,Utilities
2024-05-08,Swiggy,901.0,DEBIT,Restaurants
2024-05-09,Electricity Board,895.0,DEBIT,Utilities
2024-05-09,Air India,12417.0,DEBIT,Travel
2024-05-09,HP Petrol Pump,100.0,DEBIT,Transport
2024-05-09,Uber Ride,110.0,DEBIT,Transport
2024-05-09,Dominos,1765.0,DEBIT,Restaurants
2024-05-09,Ola Cab,269.0,DEBIT,Transport
2024-05-09,Cafe Coffee Day,318.0,DEBIT,Coffee Shops
2024-05-10,Reliance Digital,3868.0,DEBIT,Shopping
2024-05-10,Indian Oil,579.0,DEBIT,Transport
2024-05-10,Zepto,555.0,DEBIT,Groceries
2024-05-10,Ola Cab,243.0,DEBIT,Transport
2024-05-11,Beauty Salon,557.0,DEBIT,Miscellaneous
2024-05-11,Adani Electricity,1300.0,DEBIT,Utilities
2024-05-11,Blinkit,759.0,DEBIT,Groceries
2024-05-11,Local Grocery,319.0,DEBIT,Groceries
2024-05-11,IRCTC,150.0,DEBIT,Transport
2024-05-11,Ajio,553.0,DEBIT,Shopping
2024-05-12,Auto Rickshaw,599.0,DEBIT,Transport
2024-05-12,Zomato Refund,319.0,CREDIT,Refund
2024-05-12,Croma,783.0,DEBIT,Shopping
2024-05-12,Swiggy,1186.0,DEBIT,Restaurants
2024-05-12,DMart,1107.0,DEBIT,Groceries
2024-05-13,Subway,1747.0,DEBIT,Restaurants
2024-05-13,Office Canteen Coffee,351.0,DEBIT,Coffee Shops
2024-05-13,IRCTC,587.0,DEBIT,Transport
2024-05-13,Blinkit,229.0,DEBIT,Groceries
2024-05-14,Zepto,429.0,DEBIT,Groceries
2024-05-14,Milk Subscription,851.0,DEBIT,Groceries
2024-05-14,Ola Cab,530.0,DEBIT,Transport
2024-05-14,Amazon Fresh,432.0,DEBIT,Groceries
2024-05-14,Spotify Premium,381.0,DEBIT,Entertainment
2024-05-15,Laundry,332.0,DEBIT,Miscellaneous
2024-05-15,HP Petrol Pump,252.0,DEBIT,Transport
2024-05-15,Reliance Digital,3660.0,DEBIT,Shopping
2024-05-15,Reliance Fresh,705.0,DEBIT,Groceries
2024-05-15,Taj Hotel,6727.0,DEBIT,Travel
2024-05-15,Cafe Coffee Day,192.0,DEBIT,Coffee Shops
2024-05-16,BEST Bus Ticket,333.0,DEBIT,Transport
2024-05-16,BigBasket,538.0,DEBIT,Groceries
2024-05-17,Mumbai Metro,189.0,DEBIT,Transport
2024-06-01,Pet Care,384.0,DEBIT,Miscellaneous
2024-06-01,Blinkit,888.0,DEBIT,Groceries
2024-06-01,Third Wave Coffee,295.0,DEBIT,Coffee Shops
2024-06-01,MakeMyTrip,9150.0,DEBIT,Travel
2024-06-01,Zomato,378.0,DEBIT,Restaurants
2024-06-01,Monthly Salary,94836.0,CREDIT,Salary
2024-06-01,Jio Fiber,1307.0,DEBIT,Utilities
2024-06-01,Local Grocery,1179.0,DEBIT,Groceries
2024-06-02,Apartment Maintenance,23360.0,DEBIT,Rent
2024-06-02,Uber Ride,330.0,DEBIT,Transport
2024-06-02,Auto Rickshaw,433.0,DEBIT,Transport
2024-06-02,Subway,1707.0,DEBIT,Restaurants
2024-06-02,Office Canteen Coffee,335.0,DEBIT,Coffee Shops
2024-06-02,Local Grocery,977.0,DEBIT,Groceries
2024-06-02,Dominos,1689.0,DEBIT,Restaurants
2024-06-03,Blinkit,606.0,DEBIT,Groceries
2024-06-03,Dominos,1053.0,DEBIT,Restaurants
2024-06-03,IRCTC,294.0,DEBIT,Transport
2024-06-03,Uber Ride,260.0,DEBIT,Transport
2024-06-03,Dinner out,591.0,DEBIT,Restaurants
2024-06-03,Swiggy,603.0,DEBIT,Restaurants
2024-06-04,BookMyShow,610.0,DEBIT,Entertainment
2024-06-04,Mumbai Metro,455.0,DEBIT,Transport
2024-06-04,HP Petrol Pump,402.0,DEBIT,Transport
2024-06-04,Airtel Postpaid,460.0,DEBIT,Utilities
2024-06-04,Indian Oil,179.0,DEBIT,Transport
2024-06-04,Amazon,2235.0,DEBIT,Shopping
2024-06-04,Steam Game,687.0,DEBIT,Entertainment
2024-06-05,Dinner out,1248.0,DEBIT,Restaurants
2024-06-05,IndiGo Airlines,5742.0,DEBIT,Travel
2024-06-05,Blue Tokai,150.0,DEBIT,Coffee Shops
2024-06-05,Local Cafe,537.0,DEBIT,Restaurants
2024-06-05,Indian Oil,80.0,DEBIT,Transport
2024-06-05,Amazon Fresh,323.0,DEBIT,Groceries
2024-06-05,Gold Purchase,5303.0,DEBIT,Investment
2024-06-05,Office Canteen Coffee,241.0,DEBIT,Coffee Shops
2024-06-06,Starbucks,447.0,DEBIT,Coffee Shops
2024-06-06,IKEA India,2799.0,DEBIT,Shopping
2024-06-06,HP Petrol Pump,284.0,DEBIT,Transport
2024-06-06,Local Cafe,494.0,DEBIT,Restaurants
2024-06-06,Mumbai Metro,132.0,DEBIT,Transport
2024-06-06,Amazon,2865.0,DEBIT,Shopping
2024-06-07,Bajaj Finserv EMI,11453.0,DEBIT,EMI
2024-06-07,Auto Rickshaw,63.0,DEBIT,Transport
2024-06-07,Zomato,500.0,DEBIT,Restaurants
2024-06-07,Office Canteen Coffee,453.0,DEBIT,Coffee Shops
2024-06-07,Dominos,1052.0,DEBIT,Restaurants
2024-06-07,Local Grocery,925.0,DEBIT,Groceries
2024-06-08,HP Petrol Pump,212.0,DEBIT,Transport
2024-06-08,Local Grocery,255.0,DEBIT,Groceries
2024-06-08,Dinner out,1516.0,DEBIT,Restaurants
2024-06-08,HP Petrol Pump,579.0,DEBIT,Transport
2024-06-08,Dominos,1364.0,DEBIT,Restaurants
2024-06-08,Local Cafe,1461.0,DEBIT,Restaurants
2024-06-08,Jio Fiber,993.0,DEBIT,Utilities
2024-06-09,Jio Fiber,1601.0,DEBIT,Utilities
2024-06-09,Apollo Pharmacy,211.0,DEBIT,Medical
2024-06-09,Water Bill,1072.0,DEBIT,Utilities
2024-06-09,Local Clinic Checkup,571.0,DEBIT,Medical
2024-06-09,Flipkart,3366.0,DEBIT,Shopping
2024-06-09,BEST Bus Ticket,76.0,DEBIT,Transport
2024-06-10,HP Petrol Pump,579.0,DEBIT,Transport
2024-06-10,Uber Ride,294.0,DEBIT,Transport
2024-06-10,Dinner out,1722.0,DEBIT,Restaurants
2024-06-10,HP Petrol Pump,576.0,DEBIT,Transport
2024-06-10,Blue Tokai,214.0,DEBIT,Coffee Shops
2024-06-11,Indian Oil,158.0,DEBIT,Transport
2024-06-11,Blinkit,787.0,DEBIT,Groceries
2024-06-11,Zara,1321.0,DEBIT,Shopping
2024-06-11,Auto Rickshaw,96.0,DEBIT,Transport
2024-06-11,Blinkit,117.0,DEBIT,Groceries
2024-06-11,Uber Ride,399.0,DEBIT,Transport
2024-06-12,Cafe Coffee Day,321.0,DEBIT,Coffee Shops
2024-06-12,Dinner out,1256.0,DEBIT,Restaurants
2024-06-12,Uber Ride,394.0,DEBIT,Transport
2024-06-12,Starbucks,197.0,DEBIT,Coffee Shops
2024-06-13,BEST Bus Ticket,430.0,DEBIT,Transport
2024-06-13,Dominos,1084.0,DEBIT,Restaurants
2024-06-13,Auto Rickshaw,270.0,DEBIT,Transport
2024-06-13,Subway,1793.0,DEBIT,Restaurants
2024-06-14,Ola Cab,87.0,DEBIT,Transport
2024-06-14,Adani Electricity,932.0,DEBIT,Utilities
2024-06-14,DMart,304.0,DEBIT,Groceries
2024-06-14,Milk Subscription,1089.0,DEBIT,Groceries
2024-06-14,Zomato,1786.0,DEBIT,Restaurants
2024-06-14,McDonalds,845.0,DEBIT,Restaurants
2024-06-15,McDonalds,1766.0,DEBIT,Restaurants
2024-06-15,Third Wave Coffee,466.0,DEBIT,Coffee Shops
2024-06-15,Blinkit,967.0,DEBIT,Groceries
2024-06-15,Cafe Coffee Day,231.0,DEBIT,Coffee Shops
2024-06-15,Reliance Fresh,852.0,DEBIT,Groceries
2024-06-15,Steam Game,497.0,DEBIT,Entertainment
2024-06-16,Ola Cab,203.0,DEBIT,Transport
2024-06-16,Spotify Premium,868.0,DEBIT,Entertainment
2024-06-16,HP Petrol Pump,595.0,DEBIT,Transport
2024-06-16,Indian Oil,381.0,DEBIT,Transport
2024-06-17,Swiggy,612.0,DEBIT,Restaurants
2024-06-17,Zara,3358.0,DEBIT,Shopping
2024-06-17,Milk Subscription,1058.0,DEBIT,Groceries
2024-06-17,Blue Tokai,449.0,DEBIT,Coffee Shops
2024-06-18,PhonePe Scratch Card,198.0,CREDIT,Cashback
2024-06-18,Donation,517.0,DEBIT,Miscellaneous
2024-06-18,BEST Bus Ticket,202.0,DEBIT,Transport
2024-06-18,Amazon,971.0,DEBIT,Shopping
2024-06-18,Uber Ride,537.0,DEBIT,Transport
2024-06-18,Local Grocery,447.0,DEBIT,Groceries
2024-06-18,Blue Tokai,328.0,DEBIT,Coffee Shops
2024-06-19,Office Canteen Coffee,308.0,DEBIT,Coffee Shops
2024-06-19,Myntra,2920.0,DEBIT,Shopping
2024-06-19,Dinner out,751.0,DEBIT,Restaurants
2024-06-19,BEST Bus Ticket,495.0,DEBIT,Transport
2024-06-20,HP Petrol Pump,230.0,DEBIT,Transport
2024-06-20,DMart,1173.0,DEBIT,Groceries
2024-06-20,HP Petrol Pump,584.0,DEBIT,Transport
2024-06-20,Zomato,1668.0,DEBIT,Restaurants
2024-06-20,Starbucks,326.0,DEBIT,Coffee Shops
2024-06-21,BEST Bus Ticket,229.0,DEBIT,Transport
2024-06-21,Myntra,1948.0,DEBIT,Shopping
2024-06-21,Local Grocery,952.0,DEBIT,Groceries
2024-06-21,Dinner out,1503.0,DEBIT,Restaurants
2024-06-22,Ola Cab,276.0,DEBIT,Transport
2024-07-01,Milk Subscription,390.0,DEBIT,Groceries
2024-07-01,IRCTC,360.0,DEBIT,Transport
2024-07-01,Spotify Premium,287.0,DEBIT,Entertainment
2024-07-01,Salary Credit,91915.0,CREDIT,Salary
2024-07-01,Ola Cab,57.0,DEBIT,Transport
2024-07-01,Mumbai Metro,227.0,DEBIT,Transport
2024-07-02,DMart,757.0,DEBIT,Groceries
2024-07-02,HP Petrol Pump,180.0,DEBIT,Transport
2024-07-02,Airtel Postpaid,1017.0,DEBIT,Utilities
2024-07-02,Landlord Transfer,20999.0,DEBIT,Rent
2024-07-02,Local Cafe,256.0,DEBIT,Restaurants
2024-07-02,BigBasket,533.0,DEBIT,Groceries
2024-07-03,Cafe Coffee Day,337.0,DEBIT,Coffee Shops
2024-07-03,Uber Ride,50.0,DEBIT,Transport
2024-07-03,Burger King,1343.0,DEBIT,Restaurants
2024-07-03,Office Canteen Coffee,339.0,DEBIT,Coffee Shops
2024-07-03,Auto Rickshaw,195.0,DEBIT,Transport
2024-07-03,Starbucks,366.0,DEBIT,Coffee Shops
2024-07-04,Spotify Premium,823.0,DEBIT,Entertainment
2024-07-04,Milk Subscription,714.0,DEBIT,Groceries
2024-07-04,BEST Bus Ticket (High Value),18870.0,DEBIT,Transport
2024-07-04,Starbucks,477.0,DEBIT,Coffee Shops
2024-07-05,INOX,815.0,DEBIT,Entertainment
2024-07-05,Blinkit,1017.0,DEBIT,Groceries
2024-07-05,Blue Tokai,379.0,DEBIT,Coffee Shops
2024-07-05,Myntra,1435.0,DEBIT,Shopping
2024-07-05,Office Canteen Coffee,251.0,DEBIT,Coffee Shops
2024-07-05,Groww SIP,8803.0,DEBIT,Investment
2024-07-06,BEST Bus Ticket,366.0,DEBIT,Transport
2024-07-06,Local Grocery,769.0,DEBIT,Groceries
2024-07-06,Uber Ride,253.0,DEBIT,Transport
2024-07-06,Indian Oil,406.0,DEBIT,Transport
2024-07-06,MakeMyTrip,2188.0,DEBIT,Travel
2024-07-06,Auto Rickshaw,181.0,DEBIT,Transport
2024-07-07,HDFC Auto Loan,11994.0,DEBIT,EMI
2024-07-07,Subway,773.0,DEBIT,Restaurants
2024-07-07,Ola Cab,443.0,DEBIT,Transport
2024-07-07,Third Wave Coffee,351.0,DEBIT,Coffee Shops
2024-07-07,Jio Fiber,1674.0,DEBIT,Utilities
2024-07-07,McDonalds,1521.0,DEBIT,Restaurants
2024-07-07,Mumbai Metro,189.0,DEBIT,Transport
2024-07-07,IRCTC,358.0,DEBIT,Transport
2024-07-08,Blue Tokai,349.0,DEBIT,Coffee Shops
2024-07-08,Starbucks,409.0,DEBIT,Coffee Shops
2024-07-08,Indian Oil,257.0,DEBIT,Transport
2024-07-08,Indian Oil,128.0,DEBIT,Transport
2024-07-08,Reliance Fresh,107.0,DEBIT,Groceries
2024-07-09,Beauty Salon,163.0,DEBIT,Miscellaneous
2024-07-09,Decathlon,2896.0,DEBIT,Shopping
2024-07-09,Local Grocery,339.0,DEBIT,Groceries
2024-07-09,Auto Rickshaw,301.0,DEBIT,Transport
2024-07-10,Milk Subscription,752.0,DEBIT,Groceries
2024-07-10,Amazon Fresh,391.0,DEBIT,Groceries
2024-07-10,Local Cafe,1110.0,DEBIT,Restaurants
2024-07-10,Zomato,1647.0,DEBIT,Restaurants
2024-07-11,Milk Subscription,1163.0,DEBIT,Groceries
2024-07-11,Dominos,748.0,DEBIT,Restaurants
2024-07-11,Uber Ride,549.0,DEBIT,Transport
2024-07-11,Mumbai Metro,154.0,DEBIT,Transport
2024-07-11,Ola Cab,468.0,DEBIT,Transport
2024-07-11,Office Canteen Coffee,456.0,DEBIT,Coffee Shops
2024-07-12,Uber Ride,147.0,DEBIT,Transport
2024-07-12,IRCTC,32.0,DEBIT,Transport
2024-07-12,Starbucks,407.0,DEBIT,Coffee Shops
2024-07-12,Office Canteen Coffee,487.0,DEBIT,Coffee Shops
2024-07-12,BigBasket,835.0,DEBIT,Groceries
2024-07-12,Cafe Coffee Day,356.0,DEBIT,Coffee Shops
2024-07-12,Dominos,839.0,DEBIT,Restaurants
2024-07-13,Reliance Fresh,672.0,DEBIT,Groceries
2024-07-13,Reliance Fresh,688.0,DEBIT,Groceries
2024-07-13,Local Grocery,656.0,DEBIT,Groceries
2024-07-13,IRCTC,41.0,DEBIT,Transport
2024-07-13,Upwork Transfer,13286.0,CREDIT,Freelancing
2024-07-14,Swiggy,1289.0,DEBIT,Restaurants
2024-07-14,PVR Cinemas,461.0,DEBIT,Entertainment
2024-07-14,Starbucks,257.0,DEBIT,Coffee Shops
2024-07-14,Mumbai Metro,565.0,DEBIT,Transport
2024-07-14,BEST Bus Ticket,557.0,DEBIT,Transport
2024-07-14,Electricity Board,1678.0,DEBIT,Utilities
2024-07-14,DMart,1037.0,DEBIT,Groceries
2024-07-15,BigBasket,801.0,DEBIT,Groceries
2024-07-15,Taj Hotel,2252.0,DEBIT,Travel
2024-07-15,Third Wave Coffee,252.0,DEBIT,Coffee Shops
2024-07-15,HP Petrol Pump,161.0,DEBIT,Transport
2024-07-16,BEST Bus Ticket,253.0,DEBIT,Transport
2024-07-16,Indian Oil,69.0,DEBIT,Transport
2024-07-16,Subway,1640.0,DEBIT,Restaurants
2024-07-16,Swiggy,1684.0,DEBIT,Restaurants
2024-07-16,Auto Rickshaw,555.0,DEBIT,Transport
2024-07-17,Uber Ride,304.0,DEBIT,Transport
2024-07-17,Dominos,620.0,DEBIT,Restaurants
2024-07-17,DMart,540.0,DEBIT,Groceries
2024-07-17,Amazon,2095.0,DEBIT,Shopping
2024-07-18,Reliance Fresh,666.0,DEBIT,Groceries
2024-07-18,Zara,2003.0,DEBIT,Shopping
2024-07-18,Subway,310.0,DEBIT,Restaurants
2024-07-18,Blue Tokai,375.0,DEBIT,Coffee Shops
2024-07-19,Myntra,1473.0,DEBIT,Shopping
2024-07-19,Gym Subscription,549.0,DEBIT,Miscellaneous
2024-07-19,Amazon,3615.0,DEBIT,Shopping
2024-07-19,Airtel Postpaid,1951.0,DEBIT,Utilities
2024-07-20,RedBus,3690.0,DEBIT,Travel
2024-07-20,Amazon Fresh,656.0,DEBIT,Groceries
2024-07-20,Ola Cab,66.0,DEBIT,Transport
2024-07-20,Uber Ride,257.0,DEBIT,Transport
2024-07-20,Mahanagar Gas,1032.0,DEBIT,Utilities
2024-07-20,Zepto,735.0,DEBIT,Groceries
2024-07-21,Mumbai Metro,417.0,DEBIT,Transport
2024-07-21,Office Canteen Coffee,301.0,DEBIT,Coffee Shops
2024-07-21,Milk Subscription,959.0,DEBIT,Groceries
2024-07-21,Burger King,857.0,DEBIT,Restaurants
2024-07-21,McDonalds,418.0,DEBIT,Restaurants
2024-07-21,Electricity Board,1934.0,DEBIT,Utilities
2024-07-22,IRCTC,211.0,DEBIT,Transport
2024-07-22,Netflix Subscription,677.0,DEBIT,Entertainment
2024-07-22,Auto Rickshaw,189.0,DEBIT,Transport
2024-07-22,Dominos,1432.0,DEBIT,Restaurants
2024-07-23,Third Wave Coffee,152.0,DEBIT,Coffee Shops
2024-07-23,BigBasket,239.0,DEBIT,Groceries
2024-07-23,BigBasket,234.0,DEBIT,Groceries
2024-07-23,Uber Ride,353.0,DEBIT,Transport
2024-07-23,BigBasket,902.0,DEBIT,Groceries
2024-07-23,Reliance Fresh,104.0,DEBIT,Groceries
2024-07-23,Ajio,557.0,DEBIT,Shopping
2024-07-25,BEST Bus Ticket,155.0,DEBIT,Transport
2024-07-26,BEST Bus Ticket,102.0,DEBIT,Transport
2024-08-01,Zara,554.0,DEBIT,Shopping
2024-08-01,Employer Direct Deposit,95484.0,CREDIT,Salary
2024-08-01,Amazon Fresh,1049.0,DEBIT,Groceries
2024-08-01,Uber Ride,276.0,DEBIT,Transport
2024-08-01,Reliance Fresh,1132.0,DEBIT,Groceries
2024-08-01,Netflix Subscription,166.0,DEBIT,Entertainment
2024-08-01,Mumbai Metro,375.0,DEBIT,Transport
2024-08-02,Mahanagar Gas,759.0,DEBIT,Utilities
2024-08-02,Burger King,350.0,DEBIT,Restaurants
2024-08-02,Indian Oil,410.0,DEBIT,Transport
2024-08-02,Croma,1164.0,DEBIT,Shopping
2024-08-02,Blue Tokai,189.0,DEBIT,Coffee Shops
2024-08-02,Apartment Maintenance,24420.0,DEBIT,Rent
2024-08-03,Flipkart,1925.0,DEBIT,Shopping
2024-08-03,Milk Subscription,451.0,DEBIT,Groceries
2024-08-03,Ola Cab,287.0,DEBIT,Transport
2024-08-03,Blue Tokai,346.0,DEBIT,Coffee Shops
2024-08-03,Starbucks,188.0,DEBIT,Coffee Shops
2024-08-04,HP Petrol Pump,483.0,DEBIT,Transport
2024-08-04,BigBasket,758.0,DEBIT,Groceries
2024-08-04,Milk Subscription,1097.0,DEBIT,Groceries
2024-08-04,Burger King,1480.0,DEBIT,Restaurants
2024-08-05,BigBasket,679.0,DEBIT,Groceries
2024-08-05,HP Petrol Pump,445.0,DEBIT,Transport
2024-08-05,Netflix Subscription,623.0,DEBIT,Entertainment
2024-08-05,Reliance Fresh,181.0,DEBIT,Groceries
2024-08-05,Groww SIP,5488.0,DEBIT,Investment
2024-08-05,Dinner out,813.0,DEBIT,Restaurants
2024-08-05,Third Wave Coffee,210.0,DEBIT,Coffee Shops
2024-08-06,Dominos,1750.0,DEBIT,Restaurants
2024-08-06,Dinner out,1111.0,DEBIT,Restaurants
2024-08-06,Local Cafe,1099.0,DEBIT,Restaurants
2024-08-06,Decathlon,3565.0,DEBIT,Shopping
2024-08-06,Mumbai Metro,499.0,DEBIT,Transport
2024-08-06,DMart,1124.0,DEBIT,Groceries
2024-08-07,Bajaj Finserv EMI,8765.0,DEBIT,EMI
2024-08-07,Milk Subscription,560.0,DEBIT,Groceries
2024-08-07,Local Grocery,861.0,DEBIT,Groceries
2024-08-07,Auto Rickshaw,528.0,DEBIT,Transport
2024-08-07,Subway,1322.0,DEBIT,Restaurants
2024-08-07,Blinkit,265.0,DEBIT,Groceries
2024-08-07,DMart,992.0,DEBIT,Groceries
2024-08-07,HP Petrol Pump (High Value),21816.0,DEBIT,Transport
2024-08-08,Donation,603.0,DEBIT,Miscellaneous
2024-08-08,Local Grocery,1050.0,DEBIT,Groceries
2024-08-08,Swiggy,1319.0,DEBIT,Restaurants
2024-08-08,Airtel Postpaid,1818.0,DEBIT,Utilities
2024-08-09,Blue Tokai,381.0,DEBIT,Coffee Shops
2024-08-09,Milk Subscription,1060.0,DEBIT,Groceries
2024-08-09,Milk Subscription,687.0,DEBIT,Groceries
2024-08-09,Dominos,1002.0,DEBIT,Restaurants
2024-08-10,Milk Subscription,1136.0,DEBIT,Groceries
2024-08-10,Water Bill,1041.0,DEBIT,Utilities
2024-08-10,Milk Subscription,260.0,DEBIT,Groceries
2024-08-10,McDonalds,1692.0,DEBIT,Restaurants
2024-08-10,BSNL Broadband (High Value),18611.0,DEBIT,Utilities
2024-08-10,Zomato,1692.0,DEBIT,Restaurants
2024-08-10,Mumbai Metro,250.0,DEBIT,Transport
2024-08-11,Flipkart,2888.0,DEBIT,Shopping
2024-08-11,BigBasket,177.0,DEBIT,Groceries
2024-08-11,Blinkit,124.0,DEBIT,Groceries
2024-08-11,Local Cafe,778.0,DEBIT,Restaurants
2024-08-11,Tata 1mg,555.0,DEBIT,Medical
2024-08-11,Cafe Coffee Day,322.0,DEBIT,Coffee Shops
2024-08-11,Dinner out,539.0,DEBIT,Restaurants
2024-08-12,Steam Game,557.0,DEBIT,Entertainment
2024-08-12,Zomato,320.0,DEBIT,Restaurants
2024-08-12,Dominos,663.0,DEBIT,Restaurants
2024-08-12,Blinkit,478.0,DEBIT,Groceries
2024-08-12,Local Cafe,1185.0,DEBIT,Restaurants
2024-08-13,BEST Bus Ticket,177.0,DEBIT,Transport
2024-08-13,Zepto,397.0,DEBIT,Groceries
2024-08-13,Reliance Fresh,156.0,DEBIT,Groceries
2024-08-13,Mumbai Metro,498.0,DEBIT,Transport
2024-08-14,Dominos,842.0,DEBIT,Restaurants
2024-08-14,Ola Cab,111.0,DEBIT,Transport
2024-08-14,Apollo Pharmacy,765.0,DEBIT,Medical
2024-08-14,HP Petrol Pump,84.0,DEBIT,Transport
2024-08-14,Gym Subscription,417.0,DEBIT,Miscellaneous
2024-08-15,Starbucks,480.0,DEBIT,Coffee Shops
2024-08-15,Third Wave Coffee,153.0,DEBIT,Coffee Shops
2024-08-15,Water Bill,1021.0,DEBIT,Utilities
2024-08-15,Cafe Coffee Day,358.0,DEBIT,Coffee Shops
2024-08-15,Blinkit,947.0,DEBIT,Groceries
2024-08-15,Local Grocery,160.0,DEBIT,Groceries
2024-08-16,Amazon Fresh,490.0,DEBIT,Groceries
2024-08-16,Oyo Rooms,3412.0,DEBIT,Travel
2024-08-16,Ola Cab,338.0,DEBIT,Transport
2024-08-16,Burger King,1008.0,DEBIT,Restaurants
2024-08-16,Ola Cab,238.0,DEBIT,Transport
2024-08-17,Indian Oil,437.0,DEBIT,Transport
2024-08-17,Starbucks,446.0,DEBIT,Coffee Shops
2024-08-18,Ola Cab,35.0,DEBIT,Transport
2024-08-19,Indian Oil,279.0,DEBIT,Transport
2024-09-01,Zepto,381.0,DEBIT,Groceries
2024-09-01,Blue Tokai,475.0,DEBIT,Coffee Shops
2024-09-01,Local Cafe,653.0,DEBIT,Restaurants
2024-09-01,Starbucks,397.0,DEBIT,Coffee Shops
2024-09-01,Blinkit,1142.0,DEBIT,Groceries
2024-09-01,Employer Direct Deposit,107572.0,CREDIT,Salary
2024-09-01,HP Petrol Pump (High Value),15280.0,DEBIT,Transport
