User ID,Date,Description,Amount,Transaction_Type,Category,Account Name
,7/5/2018,Pizza Place,46.68,credit,Haircut,Silver Card
,11/7/2019,Credit Card Payment,119.69,debit,Auto Insurance,Silver Card
,4/14/2019,City Water Charges,20.02,credit,Utilities,Platinum Card
,10/23/2018,Greek Restaurant,2.68,credit,Coffee Shops,Platinum Card
,5/24/2019,Credit Card Payment,184.84,debit,Auto Insurance,Platinum Card
,10/2/2018,Brewing Company,49.71,debit,Utilities,Platinum Card
,9/21/2018,BP,76.19,credit,Groceries,Silver Card
,9/29/2019,Gas Company,21.09,credit,Paycheck,Platinum Card
,5/18/2019,Shell,136.88,credit,Credit Card Payment,Silver Card
,10/28/2018,Credit Card Payment,86.4,credit,Credit Card Payment,Checking
,12/16/2018,Mediterranean Restaurant,37.11,debit,Gas & Fuel,Platinum Card
,1/2/2019,Phone Company,113.3,credit,Utilities,Platinum Card
,1/31/2019,Credit Card Payment,15.29,credit,Groceries,Platinum Card
,12/29/2018,Credit Card Payment,169.22,debit,Restaurants,Platinum Card
,3/6/2018,Gas Company,27.73,debit,Shopping,Checking
,8/13/2019,Thai Restaurant,187.68,debit,Groceries,Checking
,7/16/2018,Amazon,98.19,debit,Restaurants,Platinum Card
,3/5/2018,Gas Company,97.8,debit,Credit Card Payment,Platinum Card
,8/27/2018,Credit Card Payment,162.51,debit,Electronics & Software,Platinum Card
,8/11/2018,Phone Company,41.51,debit,Groceries,Silver Card
,4/21/2018,Credit Card Payment,130.95,credit,Utilities,Platinum Card
,12/1/2018,Spotify,57.12,debit,Auto Insurance,Checking
,7/4/2019,QuikTrip,168.14,debit,Paycheck,Platinum Card
,1/13/2019,City Water Charges,195.68,credit,Electronics & Software,Platinum Card
,9/10/2019,Brewing Company,142.95,debit,Utilities,Checking
,8/22/2019,Credit Card Payment,12.71,credit,Home Improvement,Platinum Card
,8/3/2018,American Tavern,48.13,credit,Mortgage & Rent,Platinum Card
,6/4/2019,Thai Restaurant,48.62,credit,Groceries,Silver Card
,8/3/2018,Chick-Fil-A,175.31,credit,Mobile Phone,Platinum Card
,11/6/2018,Whole Foods Market,105.1,credit,Paycheck,Silver Card
,5/11/2018,Gas Company,19.55,credit,Groceries,Checking
,5/27/2019,Spotify,6.12,debit,Credit Card Payment,Checking
,1/8/2019,Chick-Fil-A,108.6,debit,Credit Card Payment,Platinum Card
,6/26/2019,State Farm,4.88,credit,Credit Card Payment,Platinum Card
,6/10/2019,Amazon,64.67,credit,Internet,Silver Card
,4/22/2019,Internet Service Provider,170.51,debit,Utilities,Checking
,5/10/2019,Brewing Company,125.56,credit,Gas & Fuel,Checking
,10/11/2019,Grocery Store,150.73,credit,Restaurants,Checking
,1/4/2019,TechCorp Salary,180.2,credit,Groceries,Platinum Card
,5/24/2019,Spotify,175.5,credit,Credit Card Payment,Platinum Card
,9/17/2019,Whole Foods Market,44.55,credit,Credit Card Payment,Platinum Card
,4/14/2019,Credit Card Payment,17.23,debit,Coffee Shops,Silver Card
,5/27/2018,Whole Foods Market,104.28,credit,Fast Food,Platinum Card
,9/17/2018,Grocery Store,165.08,credit,Restaurants,Silver Card
,1/12/2020,Bakery Place,97.75,debit,Paycheck,Platinum Card
,7/23/2019,Credit Card Payment,13.64,debit,Home Improvement,Checking
,3/26/2018,Brewing Company,3.05,credit,Paycheck,Platinum Card
,6/9/2019,Brewing Company,133.44,debit,Mobile Phone,Checking
,8/7/2019,Shell,178.43,debit,Fast Food,Silver Card
,6/27/2018,Biweekly Paycheck,124.81,credit,Shopping,Checking
,4/21/2019,BP,86.33,credit,Shopping,Platinum Card
,8/14/2018,Gas Company,178.51,credit,Paycheck,Platinum Card
,8/21/2018,Grocery Store,84.24,credit,Home Improvement,Platinum Card
,8/8/2018,Amazon,110.15,debit,Credit Card Payment,Platinum Card
,1/16/2019,State Farm,45.13,credit,Mortgage & Rent,Silver Card
,10/9/2018,Credit Card Payment,75.78,debit,Gas & Fuel,Platinum Card
,1/13/2019,Whole Foods Market,24.75,debit,Shopping,Silver Card
,5/13/2019,Power Company,84.85,debit,Home Improvement,Platinum Card
,10/4/2018,Biweekly Paycheck,7.63,debit,Mortgage & Rent,Silver Card
,5/27/2018,Thai Restaurant,108.91,debit,Coffee Shops,Silver Card
,9/3/2018,Credit Card Payment,126.72,credit,Shopping,Platinum Card
,8/17/2019,City Water Charges,131.87,debit,Paycheck,Platinum Card
,3/13/2018,American Tavern,9.75,debit,Internet,Silver Card
,12/12/2018,Credit Card Payment,134.0,credit,Coffee Shops,Platinum Card
,3/20/2018,Amazon,167.86,debit,Groceries,Silver Card
,4/12/2018,Phone Company,9.81,debit,Mobile Phone,Platinum Card
,3/12/2018,Starbucks,134.03,credit,Alcohol & Bars,Silver Card
,3/16/2018,Grocery Store,40.68,debit,Gas & Fuel,Checking
,4/22/2018,Credit Card Payment,96.11,debit,Paycheck,Platinum Card
,9/11/2019,Starbucks Coffee,90.32,debit,Shopping,Platinum Card
,6/24/2018,Whole Foods Market,89.69,credit,Groceries,Platinum Card
,8/30/2019,Whole Foods Market,60.82,debit,Paycheck,Silver Card
,10/11/2019,Thai Restaurant,110.93,debit,Haircut,Platinum Card
,12/4/2019,Gas Company,160.83,debit,Credit Card Payment,Platinum Card
,11/15/2018,Internet Service Provider,18.04,credit,Coffee Shops,Silver Card
,7/4/2019,Bakery Place,89.46,debit,Groceries,Platinum Card
,11/8/2018,Amazon,182.46,credit,Fast Food,Platinum Card
,8/1/2019,Biweekly Paycheck,138.06,credit,Credit Card Payment,Checking
,9/4/2018,Whole Foods Market,171.22,credit,Shopping,Platinum Card
,1/1/2019,Credit Card Payment,72.0,debit,Haircut,Platinum Card
,1/9/2019,Spotify,22.29,credit,Home Improvement,Silver Card
,10/3/2019,Barbershop,111.04,credit,Shopping,Platinum Card
,10/26/2018,Gas Company,81.28,debit,Home Improvement,Platinum Card
,11/24/2018,TechCorp Salary,89.43,credit,Credit Card Payment,Platinum Card
,9/4/2019,BP,8.68,debit,Shopping,Platinum Card
,6/15/2018,BP,34.63,debit,Shopping,Platinum Card
,5/1/2018,Credit Card Payment,196.39,credit,Shopping,Platinum Card
,10/8/2018,Gas Company,184.54,credit,Groceries,Checking
,9/13/2019,Hardware Store,19.77,debit,Shopping,Silver Card
,1/30/2018,Spotify,14.91,debit,Credit Card Payment,Platinum Card
,5/3/2018,BBQ Restaurant,143.76,credit,Shopping,Platinum Card
,3/26/2019,Credit Card Payment,66.14,credit,Groceries,Checking
,9/13/2019,Whole Foods Market,161.6,debit,Restaurants,Platinum Card
,5/24/2018,BP,126.34,debit,Shopping,Platinum Card
,9/23/2018,QuikTrip,102.99,debit,Restaurants,Checking
,4/4/2019,Grocery Store,140.18,debit,Credit Card Payment,Platinum Card
,5/18/2019,Mediterranean Restaurant,157.42,credit,Restaurants,Platinum Card
,2/5/2019,Credit Card Payment,137.37,debit,Coffee Shops,Checking
,11/24/2018,Credit Card Payment,30.4,credit,Internet,Platinum Card
,10/18/2018,Whole Foods Market,129.14,debit,Utilities,Silver Card
,5/8/2019,Home Depot Hardware,166.22,credit,Utilities,Platinum Card
,6/20/2019,Whole Foods Market,82.68,debit,Music,Checking
,9/24/2018,American Tavern,13.1,debit,Paycheck,Platinum Card
,5/5/2018,QuikTrip,98.59,credit,Shopping,Checking
,1/13/2019,Starbucks,81.4,credit,Coffee Shops,Silver Card
,9/25/2019,Power Company,114.01,credit,Internet,Platinum Card
,4/4/2019,TechCorp Salary,70.05,credit,Restaurants,Checking
,9/12/2018,Home Depot Hardware,190.89,debit,Restaurants,Platinum Card
,5/30/2019,Hardware Store,80.18,credit,Restaurants,Platinum Card
,3/27/2018,Brewing Company,42.12,credit,Credit Card Payment,Silver Card
,2/16/2018,Phone Company,112.38,credit,Credit Card Payment,Platinum Card
,4/22/2019,TechCorp Salary,120.44,debit,Auto Insurance,Platinum Card
,3/31/2019,Shell,187.09,credit,Auto Insurance,Silver Card
,3/21/2018,Credit Card Payment,35.44,debit,Haircut,Checking
,10/30/2018,Barbershop,114.65,credit,Gas & Fuel,Platinum Card
,10/17/2019,Phone Company,37.58,debit,Mobile Phone,Checking
,5/26/2019,City Water Charges,24.87,debit,Coffee Shops,Checking
,7/25/2018,State Farm,187.37,debit,Coffee Shops,Platinum Card
,12/5/2018,Amazon,32.67,credit,Gas & Fuel,Platinum Card
,11/25/2018,Amazon,86.45,debit,Credit Card Payment,Checking
,11/9/2018,Internet Service Provider,178.63,debit,Utilities,Checking
,8/25/2018,BP,195.43,credit,Home Improvement,Platinum Card
,1/29/2019,Phone Company,174.62,debit,Auto Insurance,Checking
,9/19/2019,Amazon,18.58,credit,Credit Card Payment,Checking
,1/22/2019,Amazon,108.15,credit,Gas & Fuel,Checking
,3/12/2018,Biweekly Paycheck,135.06,credit,Credit Card Payment,Checking
,10/20/2019,Credit Card Payment,34.28,credit,Groceries,Silver Card
,6/28/2018,Starbucks Coffee,137.58,debit,Restaurants,Checking
,1/28/2018,TechCorp Salary,63.4,credit,Home Improvement,Platinum Card
,6/16/2018,Credit Card Payment,193.88,credit,Coffee Shops,Platinum Card
,8/24/2019,TechCorp Salary,102.97,debit,Groceries,Silver Card
,4/27/2019,Home Depot Hardware,5.14,debit,Groceries,Platinum Card
,1/25/2019,Internet Service Provider,138.84,credit,Home Improvement,Platinum Card
,8/7/2018,Barbershop,57.59,debit,Credit Card Payment,Checking
,6/9/2019,Greek Restaurant,46.21,debit,Groceries,Platinum Card
,12/14/2018,Pizza Place,78.78,credit,Restaurants,Platinum Card
,7/16/2019,Chick-Fil-A,193.34,debit,Internet,Checking
,11/10/2018,BP,106.73,debit,Utilities,Platinum Card
,1/4/2019,Home Depot Hardware,40.66,credit,Credit Card Payment,Checking
,2/8/2019,Credit Card Payment,175.56,credit,Groceries,Platinum Card
,8/14/2019,Whole Foods Market,73.85,debit,Gas & Fuel,Checking
,5/31/2018,Shell,18.39,credit,Credit Card Payment,Silver Card
,11/22/2018,Blue Sky Market,193.25,credit,Utilities,Platinum Card
,12/11/2018,Amazon,78.8,debit,Shopping,Platinum Card
,9/17/2018,Biweekly Paycheck,23.77,debit,Coffee Shops,Silver Card
,9/7/2018,Netflix Subscription,131.74,credit,Haircut,Platinum Card
,1/4/2019,Amazon,84.03,debit,Credit Card Payment,Platinum Card
,4/16/2019,Gas Company,3.44,debit,Restaurants,Platinum Card
,7/16/2018,Credit Card Payment,57.37,debit,Home Improvement,Platinum Card
,8/3/2018,Credit Card Payment,176.75,debit,Utilities,Checking
,12/16/2018,Credit Card Payment,4.98,credit,Credit Card Payment,Silver Card
,9/13/2018,Brewing Company,28.78,credit,Gas & Fuel,Silver Card
,8/25/2018,Whole Foods Market,7.64,debit,Internet,Checking
,5/7/2018,Credit Card Payment,158.36,debit,Shopping,Platinum Card
,8/21/2018,Starbucks Coffee,49.36,debit,Shopping,Checking
,6/17/2018,Phone Company,87.76,credit,Gas & Fuel,Silver Card
,4/16/2019,Amazon,76.69,debit,Credit Card Payment,Silver Card
,5/3/2019,Brewing Company,158.14,credit,Gas & Fuel,Silver Card
,7/2/2018,Power Company,9.87,debit,Auto Insurance,Checking
,11/6/2018,Starbucks,60.74,credit,Home Improvement,Checking
,10/30/2019,Credit Card Payment,149.9,credit,Television,Checking
,7/23/2019,Credit Card Payment,96.36,credit,Restaurants,Checking
,5/12/2018,Grocery Store,24.41,credit,Restaurants,Checking
,5/24/2018,Credit Card Payment,60.42,debit,Groceries,Silver Card
,5/7/2019,Credit Card Payment,87.44,debit,Paycheck,Platinum Card
,9/26/2019,Internet Service Provider,86.76,debit,Groceries,Platinum Card
,12/20/2019,Roadside Diner,197.89,debit,Groceries,Platinum Card
,7/12/2019,Credit Card Payment,146.21,debit,Paycheck,Platinum Card
,4/14/2018,State Farm,53.84,debit,Credit Card Payment,Platinum Card
,6/25/2018,TechCorp Salary,101.6,credit,Auto Insurance,Silver Card
,1/13/2019,City Water Charges,150.96,debit,Credit Card Payment,Platinum Card
,10/8/2019,QuikTrip,127.82,credit,Haircut,Platinum Card
,4/18/2019,Grocery Store,91.36,credit,Credit Card Payment,Platinum Card
,1/24/2019,Barbershop,64.12,credit,Groceries,Platinum Card
,4/8/2019,Brunch Restaurant,186.81,debit,Music,Silver Card
,10/17/2019,American Tavern,36.12,debit,Credit Card Payment,Platinum Card
,7/10/2018,Internet Service Provider,15.64,debit,Credit Card Payment,Checking
,7/28/2018,Seafood Restaurant,14.78,credit,Restaurants,Platinum Card
,6/7/2019,Whole Foods Market,10.77,credit,Restaurants,Platinum Card
,6/1/2019,Starbucks Coffee,2.92,debit,Paycheck,Checking
,9/7/2019,Grocery Store,132.45,credit,Restaurants,Checking
,8/31/2018,Amazon,168.6,debit,Credit Card Payment,Silver Card
,6/13/2018,Credit Card Payment,143.84,credit,Credit Card Payment,Silver Card
,4/28/2019,Credit Card Payment,184.12,credit,Groceries,Checking
,3/29/2018,Starbucks Coffee,124.12,debit,Auto Insurance,Platinum Card
,2/1/2019,Brewing Company,138.08,debit,Credit Card Payment,Checking
,3/29/2018,Gas Company,139.89,debit,Credit Card Payment,Silver Card
,2/11/2019,Grocery Store,169.7,debit,Groceries,Checking
,5/23/2019,Credit Card Payment,183.31,debit,Gas & Fuel,Checking
,2/27/2019,Grocery Store,38.55,debit,Paycheck,Silver Card
,8/12/2019,Phone Company,157.23,debit,Groceries,Silver Card
,8/12/2018,Gas Company,191.83,credit,Paycheck,Platinum Card
,4/24/2018,Hardware Store,143.73,credit,Shopping,Platinum Card
,10/16/2018,Netflix,133.81,debit,Restaurants,Checking
,4/11/2019,Whole Foods Market,2.25,credit,Shopping,Silver Card
,3/30/2018,Barbershop,76.85,credit,Groceries,Checking
,10/19/2018,American Tavern,3.93,credit,Utilities,Silver Card
,11/17/2018,Phone Company,83.13,debit,Electronics & Software,Silver Card
,11/6/2018,Movie Theater,124.33,credit,Internet,Silver Card
,7/9/2018,Home Depot Hardware,133.24,credit,Electronics & Software,Checking
,9/7/2019,Starbucks,97.84,debit,Shopping,Silver Card
,10/24/2018,Whole Foods Market,124.65,credit,Restaurants,Checking
,1/8/2019,Shell,126.35,debit,Utilities,Platinum Card
,10/23/2019,Biweekly Paycheck,120.51,debit,Entertainment,Platinum Card
,5/6/2019,State Farm,105.54,credit,Credit Card Payment,Platinum Card
,6/2/2019,Barbershop,72.58,debit,Credit Card Payment,Platinum Card
,7/26/2018,Thai Restaurant,104.38,credit,Groceries,Checking
,4/24/2019,Internet Service Provider,131.88,credit,Utilities,Platinum Card
,5/5/2019,Starbucks,17.27,debit,Restaurants,Checking
,12/6/2019,Credit Card Payment,121.6,debit,Groceries,Checking
,7/23/2018,Phone Company,3.97,credit,Groceries,Platinum Card
,7/3/2018,Grocery Store,11.01,credit,Internet,Silver Card
,5/31/2018,Grocery Store,186.3,debit,Credit Card Payment,Platinum Card
,5/9/2019,Netflix Subscription,11.85,debit,Shopping,Checking
,6/3/2018,Grocery Store,25.98,debit,Credit Card Payment,Platinum Card
,4/27/2019,Credit Card Payment,63.14,debit,Paycheck,Silver Card
,4/8/2018,Amazon,15.7,credit,Gas & Fuel,Platinum Card
,5/29/2018,Brunch Restaurant,157.55,debit,Shopping,Platinum Card
,8/3/2018,State Farm,107.6,debit,Auto Insurance,Platinum Card
,3/1/2019,Grocery Store,141.29,credit,Restaurants,Silver Card
,1/14/2019,Mortgage Payment,131.81,debit,Restaurants,Silver Card
,6/29/2018,Amazon,196.51,credit,Utilities,Platinum Card
,11/6/2018,Credit Card Payment,39.43,credit,Groceries,Platinum Card
,4/22/2019,Credit Card Payment,94.49,credit,Mobile Phone,Platinum Card
,4/23/2019,Gas Company,53.07,credit,Shopping,Platinum Card
,7/8/2018,Brewing Company,47.66,debit,Shopping,Silver Card
,5/6/2018,Home Depot Hardware,157.11,credit,Alcohol & Bars,Checking
,3/16/2019,Target,11.64,credit,Utilities,Checking
,7/6/2019,Phone Company,10.56,debit,Credit Card Payment,Platinum Card
,1/4/2019,Home Depot Hardware,16.9,debit,Credit Card Payment,Platinum Card
,10/28/2019,Belgian Restaurant,198.39,debit,Paycheck,Platinum Card
,11/11/2018,Roadside Diner,12.75,debit,Utilities,Checking
,9/15/2019,Credit Card Payment,3.34,debit,Credit Card Payment,Checking
,3/17/2018,Whole Foods Market,59.37,credit,Restaurants,Platinum Card
,5/31/2018,Amazon,79.72,credit,Credit Card Payment,Platinum Card
,8/10/2018,Amazon,144.06,debit,Gas & Fuel,Platinum Card
,5/11/2019,Starbucks,180.12,credit,Restaurants,Platinum Card
,9/10/2019,Home Depot Hardware,96.48,debit,Groceries,Platinum Card
,5/27/2018,Whole Foods Market,70.07,debit,Credit Card Payment,Platinum Card
,9/6/2018,Credit Card Payment,189.64,credit,Restaurants,Silver Card
,9/29/2018,Brewing Company,132.99,credit,Coffee Shops,Checking
,7/31/2018,Gas Company,172.48,credit,Restaurants,Checking
,4/21/2019,American Tavern,186.58,debit,Internet,Checking
,11/12/2018,Biweekly Paycheck,74.44,debit,Mortgage & Rent,Silver Card
,6/10/2018,Whole Foods Market,15.43,credit,Credit Card Payment,Platinum Card
,10/5/2019,Credit Card Payment,148.77,credit,Fast Food,Platinum Card
,4/23/2018,Mortgage Payment,36.72,credit,Shopping,Platinum Card
,9/16/2018,Barbershop,127.47,debit,Groceries,Platinum Card
,8/12/2019,Whole Foods Market,113.73,debit,Credit Card Payment,Checking
,9/4/2019,Spotify,179.2,credit,Groceries,Checking
,5/2/2019,Internet Service Provider,137.46,credit,Restaurants,Checking
,11/27/2019,Grocery Store,147.51,debit,Groceries,Platinum Card
,10/8/2019,Amazon,138.13,debit,Mortgage & Rent,Platinum Card
,9/19/2018,Whole Foods Market,134.38,debit,Electronics & Software,Checking
,10/15/2019,Roadside Diner,27.89,debit,Credit Card Payment,Platinum Card
,8/21/2019,TechCorp Salary,82.82,debit,Credit Card Payment,Silver Card
,9/28/2019,Circle K,130.98,debit,Groceries,Silver Card
,3/16/2019,Whole Foods Market,104.35,debit,Credit Card Payment,Platinum Card
,6/9/2018,Movie Theater,132.13,debit,Coffee Shops,Platinum Card
,3/30/2018,Credit Card Payment,25.79,debit,Groceries,Checking
,4/29/2019,Grocery Store,59.5,debit,Credit Card Payment,Platinum Card
,7/6/2019,Gas Company,169.12,debit,Groceries,Platinum Card
,6/30/2019,Phone Company,39.76,credit,Groceries,Checking
,4/5/2018,American Tavern,25.7,debit,Paycheck,Checking
,10/6/2019,BP,100.22,credit,Restaurants,Platinum Card
,6/26/2019,Best Buy,155.36,credit,Groceries,Checking
,1/17/2019,Whole Foods Market,175.36,debit,Mortgage & Rent,Platinum Card
,4/8/2019,Whole Foods Market,174.15,debit,Shopping,Checking
,8/2/2019,Grocery Store,11.48,credit,Restaurants,Platinum Card
,6/14/2018,Shell,34.81,debit,Gas & Fuel,Platinum Card
,9/16/2019,Phone Company,153.99,debit,Groceries,Checking
,6/16/2019,Amazon,73.9,credit,Credit Card Payment,Silver Card
,8/30/2019,Japanese Restaurant,169.19,credit,Home Improvement,Platinum Card
,2/24/2018,Greek Restaurant,49.63,credit,Credit Card Payment,Checking
,5/4/2018,Hardware Store,55.86,credit,Haircut,Platinum Card
,9/1/2019,Biweekly Paycheck,124.62,debit,Credit Card Payment,Silver Card
,1/13/2018,Sushi Restaurant,138.5,credit,Utilities,Platinum Card
,5/17/2019,Biweekly Paycheck,160.45,debit,Shopping,Silver Card
,11/9/2018,Shell,170.59,credit,Auto Insurance,Checking
,1/4/2019,Netflix,79.77,debit,Credit Card Payment,Silver Card
,3/17/2018,City Water Charges,40.61,debit,Paycheck,Silver Card
,4/25/2019,Credit Card Payment,62.34,credit,Movies & DVDs,Platinum Card
,4/9/2018,Amazon,44.37,debit,Restaurants,Platinum Card
,6/10/2019,Netflix,14.31,debit,Utilities,Checking
,7/3/2018,Netflix Subscription,38.91,credit,Coffee Shops,Platinum Card
,12/14/2018,Phone Company,21.64,credit,Credit Card Payment,Platinum Card
,9/30/2018,Brunch Restaurant,86.69,credit,Alcohol & Bars,Checking
,7/13/2019,Whole Foods Market,167.85,debit,Restaurants,Platinum Card
,1/21/2019,Starbucks,182.4,credit,Home Improvement,Checking
,5/4/2019,Gas Company,7.93,credit,Music,Platinum Card
,6/1/2019,Whole Foods Market,173.82,credit,Restaurants,Platinum Card
,12/4/2018,Whole Foods Market,141.04,credit,Shopping,Checking
,2/7/2019,Brewing Company,103.05,debit,Restaurants,Silver Card
,5/26/2018,Credit Card Payment,137.44,debit,Credit Card Payment,Platinum Card
,3/20/2019,Spotify,178.29,debit,Coffee Shops,Silver Card
,11/2/2018,Power Company,77.77,credit,Groceries,Silver Card
,12/16/2018,Credit Card Payment,159.77,credit,Paycheck,Platinum Card
,7/25/2018,American Tavern,148.43,debit,Paycheck,Platinum Card
,5/21/2018,Starbucks,18.71,debit,Credit Card Payment,Silver Card
,7/25/2018,Netflix Subscription,166.25,credit,Alcohol & Bars,Checking
,8/17/2018,BP,159.85,credit,Coffee Shops,Platinum Card
,7/23/2019,Credit Card Payment,134.83,credit,Internet,Platinum Card
,10/1/2019,QuikTrip,68.75,debit,Alcohol & Bars,Silver Card
,2/20/2019,Credit Card Payment,161.3,debit,Haircut,Platinum Card
,7/6/2019,Grocery Store,131.83,debit,Movies & DVDs,Checking
,3/19/2019,Amazon,66.1,credit,Restaurants,Checking
,5/22/2018,Gas Company,132.63,debit,Restaurants,Silver Card
,5/31/2019,Credit Card Payment,105.18,debit,Television,Platinum Card
,11/22/2019,Credit Card Payment,198.79,credit,Home Improvement,Silver Card
,8/30/2018,Whole Foods Market,125.94,debit,Groceries,Silver Card
,4/22/2019,Grocery Store,193.74,credit,Restaurants,Platinum Card
,8/25/2018,Credit Card Payment,121.55,debit,Fast Food,Platinum Card
,7/30/2018,American Tavern,10.48,debit,Restaurants,Silver Card
,5/3/2018,Phone Company,86.4,debit,Mortgage & Rent,Platinum Card
,8/17/2019,Brewing Company,158.75,debit,Groceries,Checking
,9/29/2018,Whole Foods Market,79.67,debit,Music,Platinum Card
,6/15/2019,Credit Card Payment,14.84,credit,Utilities,Checking
,2/14/2019,Credit Card Payment,184.4,debit,Movies & DVDs,Silver Card
,4/14/2018,Hardware Store,63.66,credit,Credit Card Payment,Platinum Card
,9/6/2018,Internet Service Provider,57.67,debit,Groceries,Checking
,10/13/2019,Movie Theater,120.82,debit,Restaurants,Platinum Card
,5/12/2018,BP,20.16,debit,Groceries,Silver Card
,6/4/2018,City Water Charges,184.98,debit,Restaurants,Checking
,4/28/2019,Grocery Store,82.04,credit,Restaurants,Platinum Card
,1/9/2019,Grocery Store,192.17,credit,Credit Card Payment,Silver Card
,2/12/2019,Amazon,168.17,credit,Utilities,Platinum Card
,8/8/2019,Credit Card Payment,197.52,credit,Credit Card Payment,Silver Card
,10/18/2019,Whole Foods Market,152.28,debit,Mortgage & Rent,Checking
,8/15/2019,Whole Foods Market,61.66,debit,Credit Card Payment,Platinum Card
,9/4/2018,City Water Charges,34.4,credit,Coffee Shops,Silver Card
,8/4/2019,Whole Foods Market,14.93,debit,Shopping,Silver Card
,2/5/2018,Starbucks,180.52,credit,Shopping,Platinum Card
,1/5/2019,Amazon,18.98,credit,Home Improvement,Checking
,7/29/2018,Brunch Restaurant,122.66,debit,Groceries,Checking
,4/1/2018,Credit Card Payment,41.99,debit,Shopping,Platinum Card
,6/21/2019,TechCorp Salary,192.53,debit,Shopping,Checking
,8/15/2019,Credit Card Payment,89.37,debit,Utilities,Platinum Card
,5/5/2019,Biweekly Paycheck,192.12,credit,Restaurants,Platinum Card
,11/15/2018,TechCorp Salary,150.42,credit,Groceries,Platinum Card
,1/13/2019,Greek Restaurant,156.44,debit,Groceries,Checking
,9/16/2018,Credit Card Payment,140.24,credit,Alcohol & Bars,Platinum Card
,5/2/2018,American Tavern,131.51,credit,Mortgage & Rent,Silver Card
,12/9/2018,Whole Foods Market,11.92,debit,Groceries,Silver Card
,11/16/2018,Grocery Store,28.35,debit,Mobile Phone,Platinum Card
,9/5/2018,Credit Card Payment,197.53,debit,Paycheck,Platinum Card
,12/23/2018,Amazon,73.44,credit,Groceries,Platinum Card
,4/21/2019,Credit Card Payment,169.2,credit,Paycheck,Platinum Card
,10/23/2018,Credit Card Payment,102.46,debit,Credit Card Payment,Platinum Card
,5/15/2018,Biweekly Paycheck,195.48,debit,Music,Platinum Card
,6/26/2019,Amazon,86.31,credit,Gas & Fuel,Silver Card
,3/8/2019,BP,14.94,credit,Mortgage & Rent,Platinum Card
,11/22/2018,Bakery Place,59.14,debit,Restaurants,Platinum Card
,1/29/2018,Spotify,114.24,debit,Shopping,Platinum Card
,6/12/2018,Mike's Construction Co.,36.95,credit,Restaurants,Silver Card
,6/26/2019,City Water Charges,81.2,debit,Alcohol & Bars,Platinum Card
,6/16/2018,Grocery Store,34.36,debit,Alcohol & Bars,Platinum Card
,8/29/2018,Amazon,162.8,debit,Movies & DVDs,Checking
,10/25/2018,TechCorp Salary,106.4,credit,Coffee Shops,Silver Card
,11/19/2018,TechCorp Salary,93.88,debit,Groceries,Checking
,5/31/2018,Food Truck,99.01,debit,Credit Card Payment,Platinum Card
,2/24/2019,Shell,161.14,credit,Alcohol & Bars,Checking
,1/14/2019,Internet Service Provider,113.79,credit,Paycheck,Platinum Card
,7/30/2018,Power Company,142.17,credit,Food & Dining,Silver Card
,8/16/2018,Brewing Company,176.03,credit,Utilities,Platinum Card
,6/8/2019,Whole Foods Market,88.93,credit,Shopping,Platinum Card
,8/27/2018,Brewing Company,136.93,credit,Coffee Shops,Checking
,12/4/2018,Grocery Store,147.23,debit,Restaurants,Checking
,5/9/2019,Internet Service Provider,152.57,credit,Restaurants,Silver Card
,12/5/2018,Credit Card Payment,3.06,debit,Coffee Shops,Platinum Card
,11/11/2019,Starbucks Coffee,119.82,debit,Credit Card Payment,Checking
,8/20/2018,Amazon,115.88,credit,Credit Card Payment,Platinum Card
,8/26/2018,Internet Service Provider,84.76,credit,Utilities,Silver Card
,8/8/2018,Whole Foods Market,139.0,credit,Shopping,Platinum Card
,10/14/2019,Home Depot Hardware,132.07,credit,Home Improvement,Platinum Card
,10/2/2018,Credit Card Payment,171.86,credit,Groceries,Silver Card
,7/19/2018,Power Company,137.17,credit,Auto Insurance,Silver Card
,8/19/2018,Starbucks Coffee,190.75,credit,Home Improvement,Platinum Card
,1/19/2018,Amazon Video,197.39,credit,Paycheck,Silver Card
,7/6/2018,Thai Restaurant,23.67,credit,Utilities,Platinum Card
,10/11/2018,Credit Card Payment,23.46,credit,Utilities,Platinum Card
,7/22/2018,Brewing Company,65.84,debit,Credit Card Payment,Platinum Card
,9/10/2018,Movie Theater,152.35,credit,Credit Card Payment,Checking
,1/23/2019,QuikTrip,124.41,credit,Credit Card Payment,Silver Card
,1/5/2019,Whole Foods Market,143.84,debit,Home Improvement,Checking
,9/16/2019,Biweekly Paycheck,109.78,credit,Credit Card Payment,Checking
,9/4/2018,Whole Foods Market,197.64,credit,Groceries,Platinum Card
,3/20/2018,Phone Company,138.73,credit,Groceries,Silver Card
,3/16/2019,Hardware Store,48.96,credit,Gas & Fuel,Silver Card
,2/6/2018,Grocery Store,112.46,credit,Gas & Fuel,Checking
,9/13/2018,Phone Company,135.74,debit,Utilities,Checking
,8/3/2018,New York Deli,16.19,debit,Credit Card Payment,Platinum Card
,9/9/2019,Biweekly Paycheck,195.35,debit,Paycheck,Checking
,11/3/2018,Power Company,5.93,credit,Internet,Platinum Card
,1/23/2019,Shell,36.26,debit,Auto Insurance,Platinum Card
,6/21/2018,Grocery Store,77.38,debit,Fast Food,Silver Card
,3/13/2019,Brewing Company,127.39,debit,Television,Platinum Card
,9/25/2019,Food Truck,106.96,debit,Gas & Fuel,Platinum Card
